"col0","col1","col2","col3"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js",1,"chrome.cookies.getAll","chrome. ... lue)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js",1,"chrome.tabs.sendMessage","chrome. ... ata)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/popup/popup.js",1,"chrome.scripting.executeScript","chrome. ... .js""]})"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis/product_analysis.js",1,"chrome.runtime.sendMessage","chrome. ... Page""})"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.tabs.query","chrome. ... d""))}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.tabs.query","chrome. ... ame)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.tabs.query","chrome. ... ref)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.tabs.query","chrome. ... ow:!0})"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.cookies.getAll","chrome. ... lue)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.tabs.sendMessage","chrome. ... ata)}))"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_extracting_page/product_analysis_extracting_page.js",1,"chrome.scripting.executeScript","chrome. ... .js""]})"
"taint-steps/4-yield/src/ecmeogcbcoalojmkfkmancobmiahaigg.3_7_5_0/product_analysis_script/product_analysis_script.js",1,"chrome.runtime.getURL","chrome. ... .html"")"
"taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js",10,"chrome.tabs.create","chrome. ... lue}`})"
"taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js",48,"chrome.tabs.create","chrome. ...      })"
"taint-steps/SUMMARY-simplified-snippets/getAParameter-react-functionbody-chrome.tabs.create.js",70,"chrome.history.search","chrome. ... \n    })"
"taint-steps/SUMMARY-simplified-snippets/getAnArgument-encodeURI-multipleSinks-search.js",24,"chrome.runtime.sendMessage","chrome. ... : url})"
